statement ID,time,document ID,document type,text,mp,party,concept,agreement,category
2416,2012-02-27,177,Speech,"Dieser Begriff ist, wenn man sich die Liste einmal genau anschaut, fast ein bisschen euphemistisch. Denn Tatsache ist, dass die Umsetzung dieser Maßnahmen – sie betreffen zum großen Teil Strukturreformen, die den Wettbewerb und die Wettbewerbsfähigkeit fördern sollen – von Griechenland teilweise schon vor einem oder zwei Jahren zugesagt worden ist, ohne dass es bisher zu einer Umsetzung gekommen wäre.

Es wird für die nächsten Monate und Jahre ganz entscheidend sein, dass die griechische Politik mehr darauf achtet, an den Punkten, an denen es ganz massive Fehlentwicklungen gibt, dringend Reformen umzusetzen","Stübgen, Michael",CDU,Greece_Political will,0,Politics
2413,2012-02-27,177,Speech,"Es wird für die nächsten Monate und Jahre ganz entscheidend sein, dass die griechische Politik mehr darauf achtet, an den Punkten, an denen es ganz massive Fehlentwicklungen gibt, dringend Reformen umzusetzen: im Hinblick auf den massenhaften Rentenbetrug, der erst jetzt richtig angegangen wird, und auf die Tatsache, dass große Einkommen und Vermögen nach wie vor kaum zur Steuer herangezogen werden, weil man ausweichen kann und es keine Strukturen gibt, um die Steuerzahlung durchzusetzen und zu erzwingen.","Stübgen, Michael",CDU,Greece_Reforms_Tax system,1,Policy
2414,2012-02-27,177,Speech,"Es wird für die nächsten Monate und Jahre ganz entscheidend sein, dass die griechische Politik mehr darauf achtet, an den Punkten, an denen es ganz massive Fehlentwicklungen gibt, dringend Reformen umzusetzen: im Hinblick auf den massenhaften Rentenbetrug, der erst jetzt richtig angegangen wird, und auf die Tatsache, dass große Einkommen und Vermögen nach wie vor kaum zur Steuer herangezogen werden, weil man ausweichen kann und es keine Strukturen gibt, um die Steuerzahlung durchzusetzen und zu erzwingen.","Stübgen, Michael",CDU,Greece_Reforms_Administration,1,Policy
2415,2012-02-27,177,Speech,"im Hinblick auf den massenhaften Rentenbetrug, der erst jetzt richtig angegangen wird","Stübgen, Michael",CDU,Greece_Reforms_Pension system,1,Policy
5861,2012-02-27,177,Speech,"ich werbe um Zustimmung zu diesem Paket, es ist ein wesentlicher Schritt bei der Bewältigung dieser Krise","Stübgen, Michael",CDU,Aid_Crisis solution/prevention,1,Policy
5862,2012-02-27,177,Speech,Aber es ist mit Sicherheit nicht die letzte Beschlussfassung des Bundestages zu dieser Thematik.,"Stübgen, Michael",CDU,Aid_Last time,0,Policy
1367,2015-02-27,178,EoV,"Ich stimme dem Antrag zu, weil ich will, dass Griechenland Zeit gewinnt, Zeit, in der die neue griechische Regierung die Chance bekommt, die Diskussionen in Europa und auch in Deutschland weiter voranzutreiben","Schlecht, Michael",Left,Aid_Time gain,1,Policy
2435,2015-02-27,178,EoV,"dass die bisherige Politik, die maßgeblich von Deutschland über die Troika dem griechischen Volk aufoktroyiert wird, gescheitert ist","Schlecht, Michael",Left,Crisis management_Troika,0,Politics
2436,2015-02-27,178,EoV,"dass die bisherige Politik, die maßgeblich von Deutschland über die Troika dem griechischen Volk aufoktroyiert wird, gescheitert ist.

Ich will, dass die griechische Regierung in dieser Diskussion die Chance erhält, bei einem weiteren Programm ab Sommer deutliche Veränderungen durchzusetzen. Vor allen Dingen soll es auch gelingen, dass sich andere europäische Länder, die ebenfalls unter der Krisenpolitik leiden, die von Deutschland den anderen Ländern aufoktroyiert wird, einreihen. Deswegen stimme ich zu, dass die griechische Regierung die Chance bekommt, endlich das zu tun, was in den vergangenen Jahren nicht gemacht worden ist, nämlich Reiche und Vermögende viel stärker zur Kasse zu bitten und dafür zu sorgen, dass sie ihren Beitrag dazu leisten.

Meine Zustimmung ist keine Zustimmung zu Merkel und Schäuble. Es ist keine Zustimmung zu dem Kurs, der von Deutschland ausgeht und der dem griechischen Volk eine brutale Austeritätspolitik aufherrscht.","Schlecht, Michael",Left,Crisis management_German role/image,0,Politics
5863,2015-02-27,178,EoV,"dass die bisherige Politik, die maßgeblich von Deutschland über die Troika dem griechischen Volk aufoktroyiert wird, gescheitert ist.

Ich will, dass die griechische Regierung in dieser Diskussion die Chance erhält, bei einem weiteren Programm ab Sommer deutliche Veränderungen durchzusetzen. Vor allen Dingen soll es auch gelingen, dass sich andere europäische Länder, die ebenfalls unter der Krisenpolitik leiden, die von Deutschland den anderen Ländern aufoktroyiert wird, einreihen. Deswegen stimme ich zu, dass die griechische Regierung die Chance bekommt, endlich das zu tun, was in den vergangenen Jahren nicht gemacht worden ist, nämlich Reiche und Vermögende viel stärker zur Kasse zu bitten und dafür zu sorgen, dass sie ihren Beitrag dazu leisten.

Meine Zustimmung ist keine Zustimmung zu Merkel und Schäuble. Es ist keine Zustimmung zu dem Kurs, der von Deutschland ausgeht und der dem griechischen Volk eine brutale Austeritätspolitik aufherrscht.","Schlecht, Michael",Left,Crisis management_Persistence,0,Politics
2438,2015-02-27,178,EoV,"Deswegen stimme ich zu, dass die griechische Regierung die Chance bekommt, endlich das zu tun, was in den vergangenen Jahren nicht gemacht worden ist, nämlich Reiche und Vermögende viel stärker zur Kasse zu bitten und dafür zu sorgen, dass sie ihren Beitrag dazu leisten.","Schlecht, Michael",Left,Greece_Tax increase_Wealth,1,Policy
2439,2015-02-27,178,EoV,"Es ist keine Zustimmung zu dem Kurs, der von Deutschland ausgeht und der dem griechischen Volk eine brutale Austeritätspolitik aufherrscht.

Ich stimme auch deshalb zu, weil ich damit die Chance eröffnen will, dass der Diskurs in nächster Zeit verbreitert wird. Es geht nicht nur darum, die Austeritätspolitik zu bekämpfen","Schlecht, Michael",Left,Austerity_Greece,0,Policy
2443,2015-02-27,178,EoV,"es geht vor allen Dingen darum, die deutsche Verantwortung an diesem europapolitischen und griechischen Desaster zu diskutieren.

Deutschland betreibt seit 10, 15 Jahren eine unsolidarische Wirtschaftspolitik. Deutschland betreibt eine Politik des Lohndumpings. Deutschland hat sich in den letzten 10 bis 15 Jahren Sondervorteile durch eine aggressive Wirtschaftspolitik herausgeholt, die überhaupt die Ursache dafür sind, dass es zur Euro-Krise und zur Verschuldung der anderen Länder, gerade auch in Griechenland, gekommen ist. Diese deutsche Verantwortung muss viel stärker diskutiert werden","Schlecht, Michael",Left,Crisis causes_Germany_Exports,1,Polity
2446,2015-02-27,178,EoV,"Deutschland betreibt eine Politik des Lohndumpings. Deutschland hat sich in den letzten 10 bis 15 Jahren Sondervorteile durch eine aggressive Wirtschaftspolitik herausgeholt, die überhaupt die Ursache dafür sind, dass es zur Euro-Krise und zur Verschuldung der anderen Länder, gerade auch in Griechenland, gekommen ist. Diese deutsche Verantwortung muss viel stärker diskutiert werden. Wir müssen viel stärker einen europaweiten Druck organisieren, dass wir hier in Deutschland zu einer Umkehr kommen, dass wir endlich wieder eine andere Lohnpolitik bekommen","Schlecht, Michael",Left,Germany_Wages policy,0,Policy
2444,2015-02-27,178,EoV,"dass wir die sogenannten Reformen am Arbeitsmarkt, die Agenda 2010, zurückdrängen","Schlecht, Michael",Left,Germany_Agenda 2010,0,Policy
2445,2015-02-27,178,EoV,"Wir brauchen am Ende in Deutschland eine Politik, die dazu führt, dass die Leistungsbilanzüberschüsse, die spiegelbildlich die Schulden der anderen sind, abgebaut werden. Wir brauchen darüber hinaus zeitweise Leistungsbilanzdefizite.","Schlecht, Michael",Left,Germany_Trade surplus,0,Polity
2441,2015-02-27,178,EoV,"Wir brauchen am Ende in Deutschland eine Politik, die dazu führt, dass die Leistungsbilanzüberschüsse, die spiegelbildlich die Schulden der anderen sind, abgebaut werden. Wir brauchen darüber hinaus zeitweise Leistungsbilanzdefizite. Nur so kann Europa gerettet werden. Die Rettung Europas muss ausgehen von einer veränderten deutschen Wirtschaftspolitik, sonst droht uns auf diesem Kontinent ganz Schlimmes.
","Schlecht, Michael",Left,EU_Interdependence,1,Polity
2451,2015-02-27,179,EoV,"Ich möchte schon noch einen Aspekt nennen, der überhaupt nicht erwähnt worden ist, und das ist die Migrationspolitik. Ich war letzte Woche in Griechenland. Es ist mir sehr wichtig. – Nein, Ihnen bleibt wirklich nichts mehr erspart.

Griechenland hat weit über 1 Million Flüchtlinge. – Herr Kauder.

Ich möchte hier den Wunsch der neuen griechischen Ministerin für Migration kundtun. Sie hat mich gebeten.","Groth, Annette",Left,Crisis_Migration,1,Polity
2448,2015-02-27,179,EoV,"Ich möchte ein Zeichen setzen und klar sagen, dass ich die Erpressungsversuche der Troika grundsätzlich ablehne.","Groth, Annette",Left,Crisis management_Troika,0,Politics
2449,2015-02-27,179,EoV,"Ich fand es so unwürdig und schäme mich teilweise, wie in der Öffentlichkeit, aber auch von einigen Kolleginnen und Kollegen mit Griechenland umgegangen wird. Das dürfen wir nicht zulassen.","Groth, Annette",Left,Prejudice_Greece,0,Politics
2450,2015-02-27,179,EoV,Herr Schäfer hat vorhin die Bild-Zeitung hochgehalten.,"Groth, Annette",Left,Prejudice_Greece_Media,0,Politics
2452,2015-02-27,179,EoV,"Wir müssen wieder mit Griechenland, mit der neuen Regierung, zusammenarbeiten","Groth, Annette",Left,Party politics_Syriza,1,Politics
2442,2015-02-27,180,EoV,"Mit allem Nachdruck weisen wir darauf hin, dass mit unserer Zustimmung kein irgendwie gearteter Verzicht auf die vertraglichen Verpflichtungen Griechenlands verbunden ist. Die griechische Regierung darf die Zustimmung insbesondere nicht als Selbstläufer für eine unkonditionierte griechische Schuldenpolitik verstehen.
",CDU,CDU,Aid_Blank cheque,0,Policy
2453,2015-02-27,180,EoV,"Mit allem Nachdruck weisen wir darauf hin, dass mit unserer Zustimmung kein irgendwie gearteter Verzicht auf die vertraglichen Verpflichtungen Griechenlands verbunden ist. Die griechische Regierung darf die Zustimmung insbesondere nicht als Selbstläufer für eine unkonditionierte griechische Schuldenpolitik verstehen.
",CDU,CDU,Aid_Conditionality,1,Policy
2455,2015-02-27,180,EoV,"Die Zustimmung des Deutschen Bundestages zu dem Antrag des Bundesfinanzministers bezieht sich lediglich auf eine technische Verlängerung des im März 2012 beschlossenen Finanzhilfeprogramms um bis zu vier Monate. Ohne einen entsprechenden Beschluss des Deutschen Bundestages wäre das Programm mit Ablauf des 28. Februar 2015 beendet, mit der Folge, dass die noch offenstehende Tranche des EFSF-Programms, 1,8 Milliarden Euro, und die Überweisung der SMP-Gewinne – Anleihekaufprogramm der EZB – aus dem Jahr 2014, 1,9 Milliarden Euro, automatisch verfallen wären.

Entgegen den Ausführungen verschiedenster Medienvertreter handelt es sich nicht um ein neues Programm. Durch den Beschluss wird auch kein „frisches Geld“ zur Verfügung gestellt. Dies ist derzeit auch überhaupt nicht erforderlich, weil der staatliche Haushalt Griechenlands bis Juli 2015 durchfinanziert ist – vorausgesetzt, dass sich die infolge des Regierungswechsels in Griechenland eingetretenen Steuerausfälle in überschaubaren Grenzen halten. Eine Auszahlung der im laufenden Programm noch vorgesehenen restlichen Mittel erfolgt nicht ohne Weiteres. Vielmehr müssen die EU-Kommission, die EZB und der IWF – ehemals Troika, auf Wunsch der griechischen Regierung umbenannt in: „Die Institutionen“ – zustimmen. Eine Auszahlung kann im Übrigen nur nach einer Beteiligung des Deutschen Bundestages – zumindest des Haushaltsausschusses – erfolgen.

Damit ist zunächst festzustellen, dass der Beschluss des Deutschen Bundestages keine spektakulären neuen Maßnahmen umfasst, sondern lediglich eine Verlängerung der Bereitstellungsfrist bedeutet.",CDU,CDU,Aid_Extension,1,Policy
5864,2015-02-27,180,EoV,"Eine Auszahlung der im laufenden Programm noch vorgesehenen restlichen Mittel erfolgt nicht ohne Weiteres. Vielmehr müssen die EU-Kommission, die EZB und der IWF – ehemals Troika, auf Wunsch der griechischen Regierung umbenannt in: „Die Institutionen“ – zustimmen.",CDU,CDU,Crisis management_Troika,1,Politics
2454,2015-02-27,180,EoV,Eine Auszahlung kann im Übrigen nur nach einer Beteiligung des Deutschen Bundestages – zumindest des Haushaltsausschusses – erfolgen.,CDU,CDU,Bundestag_Budget sovereignty,1,Politics
2463,2015-02-27,180,EoV,"Der Chef der neuen griechischen Regierung – bestehend aus der linksextremen Partei Syriza und der rechtsextremen Partei Anel –, Alexis Tsipras, hat bereits vor der griechischen Parlamentswahl erklärt, dass er den in den vergangenen Jahren eingeschlagenen Reformkurs verlassen werde. Die Troika werde aus dem Land gefegt, Privatisierungen würden gestoppt. Für den öffentlichen Dienst wurden umfangreiche Wiedereinstellungen angekündigt, ebenso Rentenerhöhungen und die Anhebung des Mindestlohns. Die griechische Regierung forderte eine Schuldenkonferenz mit dem Ziel eines erheblichen Schuldennachlasses. An die Hauptfinanzhilfevereinbarung und die im Memorandum of Understanding, MoU, aufgenommenen Verpflichtungen zur konkreten Durchführung des Anpassungsprogramms fühle man sich nicht gebunden. Man werde gegebenenfalls klagen.",CDU,CDU,Greece_Political will,0,Politics
2479,2015-02-27,180,EoV,"Der Chef der neuen griechischen Regierung – bestehend aus der linksextremen Partei Syriza und der rechtsextremen Partei Anel –, Alexis Tsipras, hat bereits vor der griechischen Parlamentswahl erklärt, dass er den in den vergangenen Jahren eingeschlagenen Reformkurs verlassen werde. Die Troika werde aus dem Land gefegt, Privatisierungen würden gestoppt. Für den öffentlichen Dienst wurden umfangreiche Wiedereinstellungen angekündigt, ebenso Rentenerhöhungen und die Anhebung des Mindestlohns. Die griechische Regierung forderte eine Schuldenkonferenz mit dem Ziel eines erheblichen Schuldennachlasses. An die Hauptfinanzhilfevereinbarung und die im Memorandum of Understanding, MoU, aufgenommenen Verpflichtungen zur konkreten Durchführung des Anpassungsprogramms fühle man sich nicht gebunden. Man werde gegebenenfalls klagen.

Nach den ersten Umfragen, die in Griechenland eine Syriza-geführte Regierung prognostizierten, verschlechterten sich die finanz- und wirtschaftspolitischen Parameter des Landes erheblich. Die Zinssätze für Staatsanleihen haben mittlerweile Fantasiewerte erreicht und übertreffen die Zinssätze der über die EFSF bereitgestellten Mittel mehr als um das Zehnfache. Es setzte eine massive Guthabenflucht von griechischen Konten in der Größenordnung von über 30 Milliarden Euro ein. Bereits in den ersten Tagen hat die griechische Regierung in rekordverdächtiger Zeit das Vertrauen in die Verlässlichkeit griechischer Politik erschüttert. Auch die nicht koordinierte unprofessionelle Vorgehensweise – sieht man einmal von der unvertretbaren Beleidigung Deutschlands und deutscher Spitzenpolitiker ab – dürfte zu einer erheblichen Belastung des politischen Klimas beigetragen haben.

Die unternehmerische Bereitschaft, in Griechenland zu investieren, hat durch die Syriza-Anel-Regierung sehr gelitten.",CDU,CDU,Party politics_Syriza,0,Politics
2480,2015-02-27,180,EoV,"Der Chef der neuen griechischen Regierung – bestehend aus der linksextremen Partei Syriza und der rechtsextremen Partei Anel –, Alexis Tsipras, hat bereits vor der griechischen Parlamentswahl erklärt, dass er den in den vergangenen Jahren eingeschlagenen Reformkurs verlassen werde. Die Troika werde aus dem Land gefegt, Privatisierungen würden gestoppt. Für den öffentlichen Dienst wurden umfangreiche Wiedereinstellungen angekündigt, ebenso Rentenerhöhungen und die Anhebung des Mindestlohns. Die griechische Regierung forderte eine Schuldenkonferenz mit dem Ziel eines erheblichen Schuldennachlasses. An die Hauptfinanzhilfevereinbarung und die im Memorandum of Understanding, MoU, aufgenommenen Verpflichtungen zur konkreten Durchführung des Anpassungsprogramms fühle man sich nicht gebunden. Man werde gegebenenfalls klagen.

Nach den ersten Umfragen, die in Griechenland eine Syriza-geführte Regierung prognostizierten, verschlechterten sich die finanz- und wirtschaftspolitischen Parameter des Landes erheblich. Die Zinssätze für Staatsanleihen haben mittlerweile Fantasiewerte erreicht und übertreffen die Zinssätze der über die EFSF bereitgestellten Mittel mehr als um das Zehnfache. Es setzte eine massive Guthabenflucht von griechischen Konten in der Größenordnung von über 30 Milliarden Euro ein. Bereits in den ersten Tagen hat die griechische Regierung in rekordverdächtiger Zeit das Vertrauen in die Verlässlichkeit griechischer Politik erschüttert. Auch die nicht koordinierte unprofessionelle Vorgehensweise – sieht man einmal von der unvertretbaren Beleidigung Deutschlands und deutscher Spitzenpolitiker ab – dürfte zu einer erheblichen Belastung des politischen Klimas beigetragen haben.

Die unternehmerische Bereitschaft, in Griechenland zu investieren, hat durch die Syriza-Anel-Regierung sehr gelitten.",CDU,CDU,Party politics_Anel,0,Politics
2457,2015-02-27,180,EoV,Privatisierungen würden gestoppt,CDU,CDU,Greece_Privatisation,1,Policy
2458,2015-02-27,180,EoV,Für den öffentlichen Dienst wurden umfangreiche Wiedereinstellungen angekündigt,CDU,CDU,Greece_Public sector_Job cuts,1,Policy
2459,2015-02-27,180,EoV,"Für den öffentlichen Dienst wurden umfangreiche Wiedereinstellungen angekündigt, ebenso Rentenerhöhungen und die Anhebung des Mindestlohns.",CDU,CDU,Greece_Pension cuts,1,Policy
2460,2015-02-27,180,EoV,"Für den öffentlichen Dienst wurden umfangreiche Wiedereinstellungen angekündigt, ebenso Rentenerhöhungen und die Anhebung des Mindestlohns.",CDU,CDU,Greece_Lowering minimum wage,1,Policy
2461,2015-02-27,180,EoV,Die griechische Regierung forderte eine Schuldenkonferenz mit dem Ziel eines erheblichen Schuldennachlasses.,CDU,CDU,Greece_Debt relief,0,Policy
2464,2015-02-27,180,EoV,Es setzte eine massive Guthabenflucht von griechischen Konten in der Größenordnung von über 30 Milliarden Euro ein.,CDU,CDU,Greece_Capital flight,0,Polity
2481,2015-02-27,180,EoV,Bereits in den ersten Tagen hat die griechische Regierung in rekordverdächtiger Zeit das Vertrauen in die Verlässlichkeit griechischer Politik erschüttert. Auch die nicht koordinierte unprofessionelle Vorgehensweise – sieht man einmal von der unvertretbaren Beleidigung Deutschlands und deutscher Spitzenpolitiker ab – dürfte zu einer erheblichen Belastung des politischen Klimas beigetragen haben.,CDU,CDU,Crisis management_Greek government,0,Politics
2465,2015-02-27,180,EoV,sieht man einmal von der unvertretbaren Beleidigung Deutschlands und deutscher Spitzenpolitiker ab,CDU,CDU,Prejudice_Germany_Greece,0,Politics
3000,2015-02-27,180,EoV,"Die beachtlichen Anpassungsbemühungen, die die früheren griechischen Regierungen und das griechische Volk bislang unternahmen, wurden quasi über Nacht um Monate, wenn nicht Jahre, zurückgeworfen.",CDU,CDU,Party politics_Previous Greek governments,0,Politics
2485,2015-02-27,180,EoV,"Zwar war auch bislang bei den Anpassungsprogrammen und der Griechenlandhilfe der Erfolg nicht sichergestellt. Griechenland befand sich aber insgesamt auf einem guten Weg. Nach sechs Jahren der Rezession konnte erstmals im Jahr 2014 ein Wirtschaftswachstum von 1,0 Prozent erzielt werden. Für die Jahre 2015 und 2016 wurde ein Wachstum von 2,5 Prozent und 3,6 Prozent prognostiziert, das jetzt in weite Ferne gerückt ist.",CDU,CDU,Aid_Success,1,Policy
3150,2015-02-27,180,EoV,"Zwar war auch bislang bei den Anpassungsprogrammen und der Griechenlandhilfe der Erfolg nicht sichergestellt. Griechenland befand sich aber insgesamt auf einem guten Weg. Nach sechs Jahren der Rezession konnte erstmals im Jahr 2014 ein Wirtschaftswachstum von 1,0 Prozent erzielt werden. Für die Jahre 2015 und 2016 wurde ein Wachstum von 2,5 Prozent und 3,6 Prozent prognostiziert, das jetzt in weite Ferne gerückt ist.",CDU,CDU,Aid_Growth,1,Policy
2482,2015-02-27,180,EoV,"Da die griechische Regierung die in den bisherigen Verträgen gegebene Flexibilität nutzen und auch die „soziale Fairness” verbessern will, hängt die Zustimmungsfähigkeit ganz maßgeblich davon ab, ob die griechische Reformagenda das klare Bekenntnis zur Fortsetzung des bisherigen Reformprogramms auch trägt.
",CDU,CDU,Aid_Social fairness,1,Policy
2467,2015-02-27,180,EoV,"Griechenland muss in den nächsten Wochen eine realistische und tragfähige Reformagenda vorlegen. Die Auszahlungen der restlichen Beträge aus dem laufenden Programm oder Verhandlungen über eine mögliche Folgevereinbarung kommen nur dann in Betracht, wenn es sich bei den Erklärungen der griechischen Regierung nicht nur um Lippenbekenntnisse handelt, sondern Griechenland den eingeschlagenen Anpassungsprozess fortführt.",CDU,CDU,Greece_Reforms_Structural,1,Policy
2469,2015-02-27,180,EoV,Korruptionsbekämpfung,CDU,CDU,Greece_Fight corruption/clientelism/tax evasion,1,Policy
2470,2015-02-27,180,EoV,verbesserte Steuererhebung nebst verbessertem Steuereinzug,CDU,CDU,Greece_Reforms_Tax system,1,Policy
2471,2015-02-27,180,EoV,Optimierung der öffentlichen Verwaltung,CDU,CDU,Greece_Reforms_Administration,1,Policy
2474,2015-02-27,180,EoV,"Erstmals würde eine echte „Bail-Out-Union“ eingeführt werden, also eine echte verlorene staatliche Finanzierung eines EU-Mitglieds durch andere EU-Mitglieder. Dies ist nach Artikel 125 AEUV verboten.",CDU,CDU,EU_No bailout clause,1,Policy
2475,2015-02-27,180,EoV,"Die Europäische Union im Allgemeinen und die europäische Währungsunion im Besonderen werden sich dauerhaft nur dann erfolgreich behaupten können, wenn feste Regeln gelten, die die Stabilität sicherstellen. Sollten Griechenland Sonderrechte eingeräumt werden, würden Forderungen weiterer Eurogruppenmitglieder nach Sonderregelungen folgen. Wenn die bestehenden Regelungen für Griechenland nicht mehr gelten, werden EU-Mitgliedstaaten auch bei der Frage der Einhaltung der Maastricht-Kriterien und den länderspezifischen Empfehlungen Sonderrechte einfordern",CDU,CDU,EU_Rules,1,Polity
2605,2015-02-27,180,EoV,"Wenn die bestehenden Regelungen für Griechenland nicht mehr gelten, werden EU-Mitgliedstaaten auch bei der Frage der Einhaltung der Maastricht-Kriterien und den länderspezifischen Empfehlungen Sonderrechte einfordern",CDU,CDU,EU_SGP_Enforcement,1,Policy
2447,2015-02-27,205,EoV,"Mit allem Nachdruck weisen wir darauf hin, dass mit unserer Zustimmung kein irgendwie gearteter Verzicht auf die vertraglichen Verpflichtungen Griechenlands verbunden ist. Die griechische Regierung darf die Zustimmung insbesondere nicht als Selbstläufer für eine unkonditionierte griechische Schuldenpolitik verstehen.
","Mortler, Marlene",CSU,Aid_Blank cheque,0,Policy
2487,2015-02-27,205,EoV,"Mit allem Nachdruck weisen wir darauf hin, dass mit unserer Zustimmung kein irgendwie gearteter Verzicht auf die vertraglichen Verpflichtungen Griechenlands verbunden ist. Die griechische Regierung darf die Zustimmung insbesondere nicht als Selbstläufer für eine unkonditionierte griechische Schuldenpolitik verstehen.
","Mortler, Marlene",CSU,Aid_Conditionality,1,Policy
2486,2015-02-27,205,EoV,"Die Zustimmung des Deutschen Bundestages zu dem Antrag des Bundesfinanzministers bezieht sich lediglich auf eine technische Verlängerung des im März 2012 beschlossenen Finanzhilfeprogramms um bis zu vier Monate. Ohne einen entsprechenden Beschluss des Deutschen Bundestages wäre das Programm mit Ablauf des 28. Februar 2015 beendet, mit der Folge, dass die noch offenstehende Tranche des EFSF-Programms, 1,8 Milliarden Euro, und die Überweisung der SMP-Gewinne – Anleihekaufprogramm der EZB – aus dem Jahr 2014, 1,9 Milliarden Euro, automatisch verfallen wären.

Entgegen den Ausführungen verschiedenster Medienvertreter handelt es sich nicht um ein neues Programm. Durch den Beschluss wird auch kein „frisches Geld“ zur Verfügung gestellt. Dies ist derzeit auch überhaupt nicht erforderlich, weil der staatliche Haushalt Griechenlands bis Juli 2015 durchfinanziert ist – vorausgesetzt, dass sich die infolge des Regierungswechsels in Griechenland eingetretenen Steuerausfälle in überschaubaren Grenzen halten. Eine Auszahlung der im laufenden Programm noch vorgesehenen restlichen Mittel erfolgt nicht ohne Weiteres. Vielmehr müssen die EU-Kommission, die EZB und der IWF – ehemals Troika, auf Wunsch der griechischen Regierung umbenannt in: „Die Institutionen“ – zustimmen. Eine Auszahlung kann im Übrigen nur nach einer Beteiligung des Deutschen Bundestages – zumindest des Haushaltsausschusses – erfolgen.

Damit ist zunächst festzustellen, dass der Beschluss des Deutschen Bundestages keine spektakulären neuen Maßnahmen umfasst, sondern lediglich eine Verlängerung der Bereitstellungsfrist bedeutet.","Mortler, Marlene",CSU,Aid_Extension,1,Policy
5865,2015-02-27,205,EoV,"Eine Auszahlung der im laufenden Programm noch vorgesehenen restlichen Mittel erfolgt nicht ohne Weiteres. Vielmehr müssen die EU-Kommission, die EZB und der IWF – ehemals Troika, auf Wunsch der griechischen Regierung umbenannt in: „Die Institutionen“ – zustimmen.","Mortler, Marlene",CSU,Crisis management_Troika,1,Politics
2489,2015-02-27,205,EoV,Eine Auszahlung kann im Übrigen nur nach einer Beteiligung des Deutschen Bundestages – zumindest des Haushaltsausschusses – erfolgen.,"Mortler, Marlene",CSU,Bundestag_Budget sovereignty,1,Politics
2490,2015-02-27,205,EoV,"Der Chef der neuen griechischen Regierung – bestehend aus der linksextremen Partei Syriza und der rechtsextremen Partei Anel –, Alexis Tsipras, hat bereits vor der griechischen Parlamentswahl erklärt, dass er den in den vergangenen Jahren eingeschlagenen Reformkurs verlassen werde. Die Troika werde aus dem Land gefegt, Privatisierungen würden gestoppt. Für den öffentlichen Dienst wurden umfangreiche Wiedereinstellungen angekündigt, ebenso Rentenerhöhungen und die Anhebung des Mindestlohns. Die griechische Regierung forderte eine Schuldenkonferenz mit dem Ziel eines erheblichen Schuldennachlasses. An die Hauptfinanzhilfevereinbarung und die im Memorandum of Understanding, MoU, aufgenommenen Verpflichtungen zur konkreten Durchführung des Anpassungsprogramms fühle man sich nicht gebunden. Man werde gegebenenfalls klagen.","Mortler, Marlene",CSU,Greece_Political will,0,Politics
2491,2015-02-27,205,EoV,"Der Chef der neuen griechischen Regierung – bestehend aus der linksextremen Partei Syriza und der rechtsextremen Partei Anel –, Alexis Tsipras, hat bereits vor der griechischen Parlamentswahl erklärt, dass er den in den vergangenen Jahren eingeschlagenen Reformkurs verlassen werde. Die Troika werde aus dem Land gefegt, Privatisierungen würden gestoppt. Für den öffentlichen Dienst wurden umfangreiche Wiedereinstellungen angekündigt, ebenso Rentenerhöhungen und die Anhebung des Mindestlohns. Die griechische Regierung forderte eine Schuldenkonferenz mit dem Ziel eines erheblichen Schuldennachlasses. An die Hauptfinanzhilfevereinbarung und die im Memorandum of Understanding, MoU, aufgenommenen Verpflichtungen zur konkreten Durchführung des Anpassungsprogramms fühle man sich nicht gebunden. Man werde gegebenenfalls klagen.

Nach den ersten Umfragen, die in Griechenland eine Syriza-geführte Regierung prognostizierten, verschlechterten sich die finanz- und wirtschaftspolitischen Parameter des Landes erheblich. Die Zinssätze für Staatsanleihen haben mittlerweile Fantasiewerte erreicht und übertreffen die Zinssätze der über die EFSF bereitgestellten Mittel mehr als um das Zehnfache. Es setzte eine massive Guthabenflucht von griechischen Konten in der Größenordnung von über 30 Milliarden Euro ein. Bereits in den ersten Tagen hat die griechische Regierung in rekordverdächtiger Zeit das Vertrauen in die Verlässlichkeit griechischer Politik erschüttert. Auch die nicht koordinierte unprofessionelle Vorgehensweise – sieht man einmal von der unvertretbaren Beleidigung Deutschlands und deutscher Spitzenpolitiker ab – dürfte zu einer erheblichen Belastung des politischen Klimas beigetragen haben.

Die unternehmerische Bereitschaft, in Griechenland zu investieren, hat durch die Syriza-Anel-Regierung sehr gelitten.","Mortler, Marlene",CSU,Party politics_Anel,0,Politics
